ID,Age,GPA,Experience,CGPA,Interview_Score,Technical_Skills,Placement_Status
12137,22,3.07,1,6.4,68,JavaScript,Not Placed
12138,23,3.26,1,9.7,41,C++,Placed
12139,21,2.33,3,7.99,14,C++,Placed
12140,32,3.37,0,8.45,56,Java,Placed
12141,31,2.67,4,6.08,9,C++,Placed
12142,30,2.9,1,7.31,69,Python,Placed
12143,30,2.67,1,8.02,50,C++,Placed
12144,33,2.95,4,7.04,56,C++,Placed
12145,30,3.24,3,9.22,82,JavaScript,Placed
12146,20,3.68,1,8.43,23,Python,Not Placed
12147,23,2.97,2,9.82,21,Python,Not Placed
12148,34,2.65,2,8.79,35,JavaScript,Placed
12149,26,2.98,0,6.61,92,Python,Not Placed
12150,29,3.38,3,8.09,51,Java,Not Placed
12151,30,2.69,4,6.62,55,JavaScript,Placed
12152,25,2.83,4,9.44,70,JavaScript,Placed
12153,25,3.13,4,7.32,91,JavaScript,Placed
12154,30,2.59,2,7.75,15,JavaScript,Not Placed
12155,28,2.42,4,9.48,58,Java,Placed
12156,33,2.28,0,7.06,83,C++,Placed
12157,34,2.71,2,7.84,44,C++,Placed
12158,21,2.1,1,9.14,36,Python,Not Placed
12159,23,3.17,3,6.26,39,Python,Placed
12160,24,2.35,1,7.11,93,Python,Placed
12161,20,2.75,1,6.44,55,JavaScript,Placed
12162,27,2.54,3,8.98,97,Java,Placed
12163,27,3.26,3,6.59,28,C++,Not Placed
12164,25,3.7,4,9.84,41,C++,Not Placed
12165,31,3.27,4,7.52,73,Java,Placed
12166,24,3.09,0,8.12,93,Python,Not Placed
12167,27,3.34,3,6.89,37,Java,Placed
12168,22,2.06,3,9.37,4,Java,Not Placed
12169,22,2.25,1,6.96,74,JavaScript,Placed
12170,21,2.19,4,7.92,27,Java,Placed
12171,24,2.2,0,9.86,73,Python,Placed
12172,22,2.52,4,7.89,25,Python,Placed
12173,22,3.06,3,8.01,69,Python,Placed
12174,34,2.23,0,9.45,31,Python,Placed
12175,25,3.87,4,9.57,36,Python,Placed
12176,27,3.71,1,8.82,28,JavaScript,Placed
12177,21,3.94,4,6.09,67,Java,Placed
12178,23,2.09,4,8.9,56,JavaScript,Placed
12179,30,3.7,0,8.99,35,Python,Not Placed
12180,26,3.61,0,7.42,42,Java,Placed
12181,20,3.8,2,8.55,33,JavaScript,Placed
12182,20,3.06,3,7.08,93,C++,Not Placed
12183,31,3.58,1,7.3,82,Python,Not Placed
12184,32,2.1,4,7.43,11,JavaScript,Placed
12185,29,2.15,0,9.48,84,C++,Placed
12186,26,2.24,4,9.72,87,Java,Placed
12187,33,3.83,4,8.89,13,Java,Placed
12188,26,2.12,4,6.75,9,JavaScript,Placed
12189,20,2.2,4,8.81,39,Java,Placed
12190,20,3.86,1,7.02,48,Python,Placed
12191,23,2.21,1,6.57,13,JavaScript,Placed
12192,24,3.74,1,8.04,66,C++,Placed
12193,24,3.58,1,9.61,89,JavaScript,Not Placed
12194,23,2.08,2,7.48,40,Java,Placed
12195,27,2.04,0,8.57,75,Java,Placed
12196,26,3.07,3,9.0,64,JavaScript,Not Placed
12197,28,3.99,3,9.39,49,Python,Placed
12198,26,3.76,0,6.17,7,Java,Placed
12199,34,2.62,3,8.02,11,Python,Not Placed
12200,29,2.77,2,9.59,33,JavaScript,Not Placed
12201,20,2.78,0,7.17,63,JavaScript,Placed
12202,32,3.47,3,6.3,34,Java,Placed
12203,33,2.68,4,7.49,3,JavaScript,Not Placed
12204,26,2.3,2,8.86,26,C++,Placed
12205,20,3.49,3,9.91,17,Python,Placed
12206,26,2.92,2,8.25,9,C++,Placed
12207,29,2.15,0,9.72,50,JavaScript,Not Placed
12208,27,3.58,0,9.74,82,Python,Placed
12209,30,3.17,0,9.26,17,C++,Placed
12210,28,2.98,3,7.78,94,JavaScript,Placed
12211,31,3.35,1,8.92,77,C++,Not Placed
12212,22,3.01,2,9.68,66,Python,Not Placed
12213,34,3.3,3,9.41,19,Java,Not Placed
12214,23,3.73,2,8.26,43,JavaScript,Placed
12215,23,3.23,4,9.53,52,Python,Not Placed
12216,31,3.32,0,9.36,19,C++,Placed
12217,28,3.23,0,6.52,29,Java,Placed
12218,32,3.06,1,7.13,33,C++,Placed
12219,26,2.34,0,9.36,63,JavaScript,Placed
12220,22,2.67,4,9.06,94,Python,Placed
12221,29,3.39,2,7.53,45,Java,Placed
12222,24,2.85,3,8.11,7,Java,Placed
12223,26,2.81,0,9.94,1,Python,Placed
12224,27,3.52,3,7.53,25,C++,Not Placed
12225,20,2.01,1,6.89,6,Python,Not Placed
12226,31,3.36,0,8.71,21,JavaScript,Placed
12227,21,2.98,1,6.7,31,Java,Not Placed
12228,26,2.75,2,6.4,56,Java,Placed
12229,30,2.68,2,9.52,37,Python,Placed
12230,34,2.35,4,9.52,97,JavaScript,Placed
12231,32,2.67,0,9.07,97,Python,Placed
12232,33,2.78,3,6.07,1,Java,Placed
12233,32,2.87,0,6.83,40,JavaScript,Placed
12234,34,3.34,2,9.17,49,JavaScript,Not Placed
12235,21,2.91,1,9.23,86,JavaScript,Not Placed
12236,26,3.59,4,7.94,23,Java,Placed
12237,34,3.28,3,9.35,57,C++,Placed
12238,28,2.38,1,9.42,78,Python,Placed
12239,30,2.55,3,9.26,26,Java,Placed
12240,21,2.16,4,9.03,25,Java,Placed
12241,26,3.89,4,9.29,55,C++,Placed
12242,23,3.77,3,6.47,33,Python,Placed
12243,30,2.17,2,8.08,9,Java,Not Placed
12244,32,3.15,1,7.75,77,Java,Placed
12245,21,3.92,1,6.22,36,JavaScript,Placed
12246,32,3.49,0,9.96,69,Python,Not Placed
12247,26,2.98,1,8.13,12,Python,Not Placed
12248,32,2.48,2,9.33,96,Java,Placed
12249,24,2.56,2,7.72,62,Python,Placed
12250,20,3.47,3,7.28,49,JavaScript,Not Placed
12251,24,3.56,0,8.07,68,JavaScript,Not Placed
12252,31,3.06,1,6.58,29,C++,Placed
12253,31,2.24,1,6.74,4,Python,Placed
12254,22,3.87,4,6.23,7,Java,Placed
12255,26,3.69,3,9.43,48,JavaScript,Placed
12256,25,2.28,0,8.17,86,JavaScript,Placed
12257,27,2.11,2,9.95,5,JavaScript,Placed
12258,32,3.07,1,9.31,32,Java,Not Placed
12259,24,2.57,1,8.21,35,C++,Not Placed
12260,21,2.57,4,8.12,26,Java,Not Placed
12261,28,2.17,4,8.01,29,Java,Placed
12262,33,3.91,1,6.23,12,JavaScript,Placed
12263,30,3.66,1,6.22,8,C++,Placed
12264,27,2.23,4,7.96,40,Java,Placed
12265,25,3.75,2,9.6,49,Python,Not Placed
12266,32,3.37,1,8.6,69,Python,Placed
12267,29,2.65,3,8.13,50,Java,Placed
12268,26,3.74,1,8.46,0,Java,Placed
12269,28,3.2,3,7.25,79,Python,Placed
12270,26,3.7,4,7.4,93,JavaScript,Placed
12271,22,2.94,2,8.96,82,Java,Placed
12272,25,3.0,0,6.83,76,JavaScript,Placed
12273,30,2.58,0,6.68,76,Java,Placed
12274,32,2.78,0,8.08,85,JavaScript,Placed
12275,30,3.14,4,8.96,60,Java,Placed
12276,26,3.89,4,7.23,88,Java,Not Placed
12277,21,3.2,1,7.66,7,Python,Not Placed
12278,22,2.29,2,8.2,78,Java,Not Placed
12279,23,2.01,2,9.55,46,C++,Not Placed
12280,29,3.7,1,8.5,37,Java,Placed
12281,25,2.73,2,9.42,48,C++,Placed
12282,20,2.63,2,7.55,20,C++,Placed
12283,28,3.6,1,8.35,45,Python,Placed
12284,24,3.89,4,8.6,87,Python,Placed
12285,32,3.5,0,9.66,79,Python,Placed
12286,31,2.35,1,9.23,80,Java,Not Placed
12287,33,2.78,1,6.58,74,C++,Placed
12288,26,3.52,0,8.69,27,C++,Placed
12289,28,3.81,0,6.21,36,JavaScript,Not Placed
12290,28,4.0,3,9.97,81,Python,Placed
12291,20,3.02,3,7.64,37,JavaScript,Placed
12292,34,3.65,3,8.67,82,JavaScript,Placed
12293,20,2.09,4,6.75,67,Java,Not Placed
12294,22,2.57,1,9.13,98,Python,Placed
12295,25,2.74,3,8.78,95,C++,Placed
12296,21,3.95,4,7.4,22,JavaScript,Placed
12297,29,2.01,0,7.44,33,JavaScript,Placed
12298,31,2.62,3,8.72,48,Python,Placed
12299,30,3.86,1,7.47,76,Python,Not Placed
12300,20,2.61,2,9.8,64,Java,Not Placed
12301,20,2.45,4,7.3,63,Python,Not Placed
12302,32,3.46,4,7.07,79,C++,Not Placed
12303,24,3.49,0,9.04,23,C++,Not Placed
12304,23,2.94,0,6.42,70,JavaScript,Placed
12305,20,3.89,0,8.25,89,C++,Placed
12306,23,2.41,3,8.49,54,C++,Not Placed
12307,22,3.83,0,7.23,11,Java,Placed
12308,21,3.51,2,9.8,45,JavaScript,Placed
12309,28,2.74,4,7.66,45,Java,Placed
12310,33,3.61,4,7.12,46,Python,Not Placed
12311,34,2.27,0,8.74,38,JavaScript,Placed
12312,30,2.26,1,8.88,94,Python,Placed
12313,20,3.86,4,7.71,24,Python,Not Placed
12314,26,2.19,3,6.73,21,Java,Placed
12315,33,2.01,1,8.53,65,Python,Placed
12316,32,2.78,1,6.99,25,C++,Placed
12317,23,2.21,2,6.89,93,JavaScript,Placed
12318,24,3.73,0,8.31,30,Java,Not Placed
12319,29,3.85,3,9.94,92,JavaScript,Not Placed
12320,24,2.96,1,8.77,21,JavaScript,Placed
12321,20,2.85,1,9.24,31,JavaScript,Not Placed
12322,25,3.08,0,8.85,49,Python,Not Placed
12323,32,2.45,3,7.49,49,Python,Placed
12324,28,2.6,0,9.63,66,Java,Not Placed
12325,21,2.2,3,9.23,93,Python,Placed
12326,26,2.89,0,8.76,52,Python,Placed
12327,25,3.22,0,8.17,6,JavaScript,Placed
12328,24,3.86,0,7.45,47,Python,Not Placed
12329,23,3.48,2,7.8,30,C++,Placed
12330,23,3.45,0,7.24,96,JavaScript,Placed
12331,25,2.62,1,9.68,55,Java,Placed
12332,23,3.78,2,7.31,30,Java,Placed
12333,24,3.89,0,9.75,43,JavaScript,Not Placed
12334,32,3.86,3,7.77,56,JavaScript,Placed
12335,25,2.08,4,9.35,3,Java,Placed
12336,24,3.21,2,7.01,42,Python,Placed
12337,26,3.29,3,9.86,51,Python,Placed
12338,28,2.59,2,9.59,62,Python,Placed
12339,29,3.98,3,8.8,68,C++,Placed
12340,26,2.58,1,9.68,62,C++,Placed
12341,26,2.43,3,8.49,46,JavaScript,Placed
12342,23,2.97,1,6.06,46,C++,Not Placed
12343,20,2.65,3,7.01,75,JavaScript,Not Placed
12344,33,3.85,2,6.36,51,C++,Not Placed
12345,27,2.88,4,6.26,34,C++,Placed
12346,23,2.82,2,7.88,19,Java,Placed
12347,20,3.25,1,9.91,61,JavaScript,Placed
12348,24,2.16,3,7.58,28,Java,Not Placed
12349,33,3.51,3,9.87,79,JavaScript,Placed
12350,33,3.54,3,9.56,61,C++,Placed
12351,27,2.95,4,6.7,16,Java,Placed
12352,23,3.91,2,9.53,10,JavaScript,Placed
12353,32,3.16,2,7.03,29,Python,Placed
12354,31,3.39,3,6.21,58,JavaScript,Placed
12355,27,3.85,3,6.48,70,JavaScript,Placed
12356,27,3.33,3,8.07,85,Python,Placed
12357,22,2.86,2,8.5,75,Python,Placed
12358,28,2.05,4,6.1,78,Python,Placed
12359,22,3.46,3,8.81,9,Java,Not Placed
12360,20,3.93,3,6.3,79,Java,Placed
12361,21,2.94,4,8.6,94,Java,Placed
12362,34,2.68,4,6.24,38,C++,Placed
12363,25,3.04,3,7.2,78,C++,Placed
12364,31,3.46,1,9.54,61,Python,Not Placed
12365,29,2.0,4,9.84,10,JavaScript,Placed
12366,21,3.77,4,6.21,76,C++,Not Placed
12367,25,3.77,2,9.29,97,C++,Placed
12368,33,3.08,0,8.4,3,Python,Placed
12369,20,2.24,3,9.74,96,C++,Not Placed
12370,30,3.34,0,7.55,70,Python,Placed
12371,32,2.28,0,8.74,47,C++,Not Placed
12372,20,3.02,3,6.34,41,Java,Placed
12373,24,2.19,2,7.21,24,JavaScript,Placed
12374,29,3.18,4,7.86,44,Java,Placed
12375,32,2.64,2,7.73,26,JavaScript,Placed
12376,30,3.66,2,9.1,63,Python,Placed
12377,28,3.6,3,6.39,2,Java,Placed
12378,33,4.0,1,6.24,16,JavaScript,Placed
12379,27,2.52,4,6.34,81,C++,Placed
12380,22,2.12,4,6.01,41,JavaScript,Placed
12381,34,2.89,3,7.18,49,JavaScript,Placed
12382,22,2.17,1,9.67,21,JavaScript,Placed
12383,34,2.36,1,8.78,72,C++,Not Placed
12384,20,3.19,0,7.34,6,C++,Not Placed
12385,33,3.18,0,6.82,28,Python,Placed
12386,22,2.09,2,8.91,39,JavaScript,Placed
12387,34,2.89,4,8.78,5,Python,Not Placed
12388,33,3.06,4,8.4,18,Python,Placed
12389,31,2.54,4,9.49,33,Python,Placed
12390,31,3.74,2,8.45,69,C++,Placed
12391,31,2.32,1,7.45,34,Python,Not Placed
12392,32,2.51,1,8.94,21,C++,Not Placed
12393,30,2.31,4,6.95,62,Python,Placed
12394,20,2.23,1,8.46,99,Python,Not Placed
12395,27,3.76,4,6.15,54,JavaScript,Not Placed
12396,20,2.56,1,7.71,85,Python,Placed
12397,24,3.45,3,6.33,67,Java,Not Placed
12398,28,2.86,0,9.85,60,C++,Not Placed
12399,26,3.27,3,6.6,72,C++,Placed
12400,23,3.86,0,7.21,42,C++,Not Placed
12401,30,3.69,1,7.05,8,JavaScript,Placed
12402,28,2.14,3,7.26,70,Java,Placed
12403,28,3.69,4,7.77,0,Python,Not Placed
12404,21,2.9,3,7.06,4,Java,Placed
12405,29,2.7,1,7.51,39,JavaScript,Placed
12406,29,3.34,1,7.07,69,C++,Placed
12407,30,3.9,0,9.91,37,JavaScript,Not Placed
12408,31,2.19,3,7.15,41,JavaScript,Not Placed
12409,25,3.54,1,7.21,87,Java,Placed
12410,23,2.41,3,7.48,78,Java,Not Placed
12411,27,2.76,2,8.52,63,Java,Placed
12412,31,3.75,1,9.88,1,Java,Placed
12413,30,3.09,0,8.35,45,C++,Placed
12414,26,2.13,0,9.94,65,C++,Placed
12415,26,3.02,4,7.38,88,Java,Not Placed
12416,30,3.58,1,9.68,22,Python,Placed
12417,29,3.06,4,7.56,52,Python,Not Placed
12418,28,2.33,0,8.51,9,JavaScript,Placed
12419,32,2.89,1,6.21,76,Python,Placed
12420,24,3.85,2,6.02,80,Python,Not Placed
12421,25,3.32,3,6.9,67,C++,Placed
12422,20,3.46,1,6.15,64,JavaScript,Not Placed
12423,25,3.57,4,7.69,9,Python,Placed
12424,21,2.18,1,7.79,79,Python,Placed
12425,25,3.16,0,9.82,34,C++,Not Placed
12426,28,2.75,0,6.69,34,C++,Not Placed
12427,27,2.28,0,7.81,52,Java,Placed
12428,28,2.41,3,7.23,27,C++,Placed
12429,32,3.56,1,6.24,99,Python,Placed
12430,34,2.32,0,6.43,97,C++,Placed
12431,29,2.62,0,9.51,31,C++,Placed
12432,27,2.57,2,7.59,59,JavaScript,Not Placed
12433,22,2.1,0,9.06,13,Java,Placed
12434,27,2.92,4,7.79,5,C++,Placed
12435,25,3.53,0,9.65,19,Java,Not Placed
12436,32,2.04,4,8.81,31,JavaScript,Placed
12437,25,2.23,3,7.36,16,JavaScript,Placed
12438,25,3.44,3,9.45,15,C++,Not Placed
12439,22,3.19,1,6.35,44,Python,Placed
12440,29,3.43,2,6.3,87,C++,Placed
12441,20,2.46,1,8.22,91,JavaScript,Not Placed
12442,31,3.61,0,8.93,34,JavaScript,Placed
12443,33,2.96,3,8.4,42,C++,Placed
12444,23,3.22,4,8.65,63,JavaScript,Not Placed
12445,29,2.18,1,7.04,75,Java,Placed
12446,31,2.41,3,9.51,9,Python,Placed
12447,25,3.55,4,9.89,8,Python,Not Placed
12448,30,2.45,4,7.55,40,JavaScript,Placed
12449,31,2.19,0,7.64,43,C++,Not Placed
12450,29,3.19,1,7.82,19,C++,Placed
12451,21,3.1,4,6.8,92,Java,Not Placed
12452,26,3.22,3,6.56,27,JavaScript,Placed
12453,26,3.24,1,9.11,55,JavaScript,Not Placed
12454,30,3.0,0,8.43,56,Python,Not Placed
12455,23,2.99,0,6.6,0,Python,Not Placed
12456,23,3.85,3,7.98,33,JavaScript,Placed
12457,34,3.07,4,9.98,3,Java,Placed
12458,20,3.23,0,8.11,24,Python,Not Placed
12459,32,2.53,0,9.65,74,Java,Placed
12460,21,3.74,4,9.34,34,Python,Placed
12461,28,2.05,4,6.44,35,C++,Placed
12462,29,3.11,4,7.62,2,JavaScript,Placed
12463,27,2.77,2,8.24,36,Java,Placed
12464,27,3.21,2,8.6,81,JavaScript,Not Placed
12465,28,2.72,4,7.17,10,C++,Placed
12466,34,3.44,4,6.03,11,JavaScript,Not Placed
12467,26,2.04,3,7.24,24,C++,Not Placed
12468,32,2.81,0,8.27,30,JavaScript,Placed
12469,28,3.66,1,7.4,6,JavaScript,Placed
12470,29,2.5,2,7.52,88,Java,Placed
12471,31,2.11,2,9.35,2,JavaScript,Not Placed
12472,21,2.99,4,7.67,97,JavaScript,Placed
12473,25,3.95,4,9.87,57,Python,Not Placed
12474,34,2.13,4,6.66,57,JavaScript,Placed
12475,22,2.14,1,6.36,39,Java,Not Placed
12476,30,3.19,2,6.85,58,Python,Placed
12477,34,2.5,1,6.35,60,JavaScript,Placed
12478,25,2.82,0,7.0,56,C++,Placed
12479,22,3.66,1,8.18,75,C++,Placed
12480,27,2.4,3,7.04,88,Python,Placed
12481,34,3.44,2,9.27,77,Java,Placed
12482,30,3.01,1,7.44,19,Java,Placed
12483,34,3.81,2,7.62,26,Java,Placed
12484,32,3.95,4,6.35,37,C++,Placed
12485,23,2.97,1,7.08,67,JavaScript,Not Placed
12486,31,3.17,2,6.48,99,Java,Placed
12487,29,3.49,1,6.93,42,Python,Placed
12488,25,2.64,1,8.63,33,JavaScript,Placed
12489,34,2.45,1,7.53,60,Python,Placed
12490,28,3.93,3,6.08,32,Python,Placed
12491,21,2.87,3,7.07,34,Python,Placed
12492,21,2.0,1,9.49,92,C++,Placed
12493,26,3.68,1,7.51,63,Python,Placed
12494,34,3.2,2,8.25,22,Python,Not Placed
12495,21,2.34,4,7.91,85,JavaScript,Not Placed
12496,21,2.06,0,9.89,43,JavaScript,Not Placed
12497,23,2.58,4,7.12,70,Python,Not Placed
12498,28,3.86,2,8.83,13,Java,Placed
12499,27,3.87,3,8.39,37,JavaScript,Not Placed
12500,21,2.62,2,8.48,47,Python,Placed
12501,27,3.67,2,9.23,68,Python,Not Placed
12502,23,2.88,0,6.67,97,JavaScript,Placed
12503,21,3.31,4,9.38,61,Python,Placed
12504,30,2.67,3,6.41,8,Python,Not Placed
12505,29,3.03,2,8.66,2,Python,Placed
12506,26,2.59,0,6.83,85,Java,Not Placed
12507,25,2.12,2,8.57,1,Python,Placed
12508,33,2.28,2,6.46,87,Python,Not Placed
12509,29,2.58,4,8.84,11,Java,Placed
12510,24,3.95,4,7.29,4,Python,Placed
12511,30,3.93,0,8.66,1,JavaScript,Not Placed
12512,20,3.66,2,8.19,55,Python,Placed
12513,21,2.47,2,6.9,85,C++,Not Placed
12514,27,2.88,2,8.13,83,Java,Not Placed
12515,20,2.88,1,6.64,95,Java,Placed
12516,22,2.77,1,9.97,9,JavaScript,Placed
12517,21,2.09,2,8.39,64,C++,Placed
12518,24,3.07,4,8.04,96,JavaScript,Not Placed
12519,23,2.15,0,9.67,30,JavaScript,Placed
12520,32,3.6,4,7.2,29,Java,Not Placed
12521,26,3.38,0,6.91,9,JavaScript,Placed
12522,24,2.71,3,8.55,25,C++,Not Placed
12523,27,3.29,2,9.63,81,Java,Placed
12524,23,2.47,2,8.6,40,Java,Placed
12525,34,2.53,1,6.09,34,JavaScript,Placed
12526,31,2.63,3,9.45,62,Java,Placed
12527,25,3.59,1,7.19,75,Java,Not Placed
12528,23,2.42,4,9.48,8,Java,Not Placed
12529,21,3.13,1,9.93,34,Python,Placed
12530,20,2.4,0,8.61,51,C++,Not Placed
12531,33,2.57,2,7.12,21,Python,Placed
12532,33,2.47,4,6.9,28,Python,Placed
12533,20,3.29,3,8.82,3,JavaScript,Placed
12534,27,3.05,2,6.22,65,C++,Placed
12535,33,3.44,4,8.6,69,Python,Not Placed
12536,23,2.44,3,7.24,70,Java,Placed
12537,24,2.02,0,6.01,57,JavaScript,Placed
12538,30,3.36,0,8.53,52,JavaScript,Placed
12539,27,2.23,3,8.33,33,C++,Placed
12540,31,2.49,2,8.12,24,C++,Not Placed
12541,34,2.61,0,6.99,59,Java,Placed
12542,26,3.49,4,9.66,66,Python,Placed
12543,32,3.25,2,6.13,9,C++,Placed
12544,27,2.37,3,6.44,92,C++,Placed
12545,32,3.2,0,7.55,26,JavaScript,Not Placed
12546,27,3.42,0,7.56,40,JavaScript,Placed
12547,25,2.78,1,6.51,85,JavaScript,Placed
12548,29,2.49,1,9.93,29,C++,Not Placed
12549,21,3.36,2,9.95,64,Python,Placed
12550,25,3.22,2,9.09,35,JavaScript,Not Placed
12551,33,2.16,3,7.22,27,JavaScript,Placed
12552,20,3.33,3,7.36,99,C++,Not Placed
12553,20,2.98,3,9.57,74,Python,Placed
12554,30,3.51,1,6.03,80,Python,Placed
12555,22,2.38,0,6.62,43,Java,Placed
12556,22,2.52,0,7.12,35,JavaScript,Not Placed
12557,30,3.09,3,9.99,56,Python,Placed
12558,32,2.96,1,6.18,62,JavaScript,Placed
12559,24,2.77,3,8.59,74,Python,Not Placed
12560,20,3.49,4,9.24,64,Java,Placed
12561,29,3.13,2,6.42,56,C++,Not Placed
12562,25,3.42,1,6.5,79,Python,Placed
12563,26,2.31,0,7.12,62,C++,Placed
12564,29,3.46,4,8.35,49,JavaScript,Placed
12565,31,2.92,2,6.98,13,C++,Not Placed
12566,32,2.07,2,8.02,63,JavaScript,Placed
12567,30,2.47,2,6.75,63,Python,Not Placed
12568,22,2.05,1,9.01,51,Python,Not Placed
12569,23,2.91,1,7.62,80,C++,Not Placed
12570,29,2.65,1,6.83,55,Java,Not Placed
12571,30,3.97,0,9.19,54,Python,Placed
12572,29,3.74,0,6.96,91,C++,Placed
12573,33,3.65,0,8.08,16,Java,Placed
12574,31,3.0,4,6.15,62,Python,Placed
12575,34,3.61,4,7.24,79,C++,Placed
12576,29,2.53,3,6.69,84,Python,Placed
12577,33,3.12,3,7.02,15,Python,Placed
12578,29,2.79,2,9.94,58,Python,Not Placed
12579,29,2.34,2,7.48,32,C++,Placed
12580,22,2.15,1,6.6,13,C++,Placed
12581,20,3.12,2,9.95,87,Python,Placed
12582,27,2.2,2,7.2,80,C++,Not Placed
12583,32,3.44,4,8.97,94,JavaScript,Not Placed
12584,29,3.84,0,9.54,41,Java,Placed
12585,29,2.32,2,7.41,6,JavaScript,Placed
12586,21,2.94,3,8.58,35,C++,Not Placed
12587,20,3.48,3,6.21,91,C++,Placed
12588,33,2.57,2,7.57,16,Python,Not Placed
12589,27,3.84,1,9.58,13,Python,Not Placed
12590,26,3.78,3,9.21,76,Python,Placed
12591,26,2.21,2,6.98,23,Python,Placed
12592,23,2.05,3,6.07,86,Python,Placed
12593,30,3.95,2,8.47,98,Java,Placed
12594,28,3.91,4,6.48,26,Java,Not Placed
12595,25,2.84,3,9.26,72,JavaScript,Not Placed
12596,21,2.1,2,7.86,65,Python,Placed
12597,33,3.24,4,7.59,12,Python,Placed
12598,20,2.59,2,6.99,19,Python,Not Placed
12599,20,3.87,2,8.2,0,Python,Placed
12600,28,3.59,1,9.28,70,Java,Placed
12601,23,3.3,2,7.89,9,Java,Not Placed
12602,24,2.57,3,6.39,71,Python,Not Placed
12603,22,3.4,0,8.23,99,Java,Placed
12604,23,2.58,2,7.31,32,Python,Not Placed
12605,31,2.08,3,8.07,62,C++,Placed
12606,27,3.02,2,6.34,77,JavaScript,Placed
12607,32,2.98,0,6.3,79,JavaScript,Placed
12608,23,3.53,0,8.94,47,Java,Placed
12609,28,3.73,2,7.95,23,Python,Not Placed
12610,28,2.71,3,7.63,30,Python,Not Placed
12611,25,2.9,4,9.82,6,JavaScript,Placed
12612,21,2.94,1,6.77,14,Python,Placed
12613,31,2.65,2,9.62,42,C++,Placed
12614,29,3.49,3,9.33,0,JavaScript,Placed
12615,30,3.04,0,8.12,48,C++,Placed
12616,26,3.83,3,7.81,67,Java,Placed
12617,28,3.3,2,6.5,8,Java,Placed
12618,25,2.42,3,7.48,47,Java,Placed
12619,22,2.33,3,8.17,65,Python,Placed
12620,33,2.74,2,7.41,93,Java,Placed
12621,34,2.69,2,9.67,74,C++,Placed
12622,26,2.81,4,6.18,57,Java,Not Placed
12623,24,2.37,2,7.21,1,JavaScript,Placed
12624,20,3.96,0,9.72,58,Python,Placed
12625,22,2.29,3,6.33,85,JavaScript,Placed
12626,24,3.31,0,7.86,85,Java,Placed
12627,26,2.03,1,8.99,74,Python,Placed
12628,22,2.81,1,7.35,57,JavaScript,Placed
12629,25,2.62,2,9.24,66,Python,Placed
12630,24,2.76,3,6.6,71,Python,Placed
12631,32,3.0,2,9.95,76,Python,Not Placed
12632,20,3.2,4,8.57,91,Java,Placed
12633,29,3.17,0,7.18,43,Python,Placed
12634,25,3.26,2,6.28,92,C++,Not Placed
12635,33,3.69,4,8.23,54,C++,Placed
12636,27,3.77,0,8.35,82,C++,Placed
12637,32,3.47,2,7.77,20,JavaScript,Placed
12638,32,2.16,2,9.75,99,C++,Placed
12639,20,3.92,2,7.29,40,Python,Placed
12640,21,3.89,4,8.32,38,C++,Placed
12641,33,3.42,0,6.27,88,Java,Not Placed
12642,34,3.03,3,7.83,14,JavaScript,Placed
12643,23,2.5,4,9.14,66,Java,Not Placed
12644,31,3.51,4,8.99,27,Java,Placed
12645,21,3.76,4,7.91,74,JavaScript,Placed
12646,30,3.33,0,9.43,75,Python,Placed
12647,28,3.26,1,9.8,31,JavaScript,Placed
12648,29,2.39,3,7.74,3,Java,Placed
12649,27,2.72,3,7.4,53,Java,Placed
12650,27,3.45,3,8.53,11,JavaScript,Placed
12651,23,2.03,1,9.99,5,Java,Placed
12652,24,3.28,4,6.16,24,C++,Not Placed
12653,23,3.53,1,7.47,95,JavaScript,Placed
12654,32,2.67,3,7.96,89,C++,Placed
12655,28,2.15,4,9.92,43,C++,Placed
12656,32,3.64,0,9.3,57,Java,Not Placed
12657,21,2.28,3,7.19,86,JavaScript,Placed
12658,32,2.74,4,9.13,95,JavaScript,Placed
12659,30,3.41,0,6.83,55,Java,Placed
12660,27,3.63,1,8.36,65,Java,Not Placed
12661,21,3.72,4,6.16,45,Python,Placed
12662,20,3.06,4,7.7,58,C++,Placed
12663,29,2.95,1,9.07,5,JavaScript,Placed
12664,22,3.7,0,7.15,30,C++,Not Placed
12665,28,3.13,1,8.91,24,C++,Placed
12666,31,3.16,3,7.31,38,Java,Not Placed
12667,22,2.87,2,6.29,79,C++,Not Placed
12668,28,2.75,1,9.61,90,JavaScript,Placed
12669,26,2.96,3,7.68,80,JavaScript,Not Placed
12670,32,2.73,4,8.96,57,JavaScript,Not Placed
12671,29,2.69,3,8.38,69,JavaScript,Placed
12672,20,3.99,4,8.7,96,Java,Not Placed
12673,29,2.67,2,8.15,21,Java,Not Placed
12674,24,2.51,2,8.19,70,Java,Placed
12675,28,2.71,1,9.47,38,Python,Not Placed
12676,31,3.18,2,8.27,90,C++,Not Placed
12677,34,3.82,1,9.24,51,Java,Placed
12678,34,3.58,0,7.79,22,JavaScript,Not Placed
12679,22,3.68,4,9.89,41,Python,Placed
12680,28,3.72,1,6.25,82,Python,Not Placed
12681,24,3.84,2,7.52,74,Java,Placed
12682,28,2.47,2,6.71,82,Java,Placed
12683,29,2.92,4,7.19,72,JavaScript,Placed
12684,25,2.77,4,6.49,38,Java,Not Placed
12685,28,2.76,0,8.0,23,Python,Placed
